a,b,theta in radians
12,70,1.4010180528265581
12,71,1.4033645483243735
12,72,1.4056476493802699
12,73,1.4078698679445238
12,74,1.4100335861690618
12,75,1.4121410646084953
12,76,1.4141944498128813
12,77,1.4161957813636958
12,78,1.4181469983996315
12,79,1.420049945674475
12,80,1.4219063791853994
12,81,1.423717971406494
12,82,1.4254863161591944
12,83,1.427212933148428
12,84,1.4288992721907328
12,85,1.4305467171582915
12,86,1.4321565896607387
12,87,1.433730152484709
12,88,1.4352686128093959
12,89,1.4367731252148332
12,90,1.4382447944982226
12,91,1.43968467831235
12,92,1.4410937896389846
12,93,1.442473099109102
12,94,1.4438235371808177
12,95,1.4451459961850504
12,96,1.446441332248135
12,97,1.4477103670998908
12,98,1.4489538897749794
12,99,1.4501726582147938
13,13,0.7853981633974483
13,14,0.8224182792713783
13,15,0.8567056281827385
13,16,0.8884797719201486
13,17,0.9179496956941223
13,18,0.9453112865556675
13,19,0.9707461133931431
13,20,0.9944211062037129
13,21,1.0164888305933455
13,22,1.0370881351556351
13,23,1.0563450137358688
13,24,1.0743735733900148
13,25,1.0912770348023004
13,26,1.1071487177940904
13,27,1.1220729827841756
13,28,1.1361261116456518
13,29,1.1493771199070923
13,30,1.1618884978439712
13,31,1.1737168815699144
13,32,1.1849136573968229
13,33,1.1955255039389392
13,34,1.2055948770067235
13,35,1.215160442494137
13,36,1.2242574623609548
13,37,1.2329181385546182
13,38,1.241171919374154
13,39,1.2490457723982544
13,40,1.2565644277105583
13,41,1.2637505947761059
13,42,1.2706251559647845
13,43,1.2772073393861467
13,44,1.2835148733977624
13,45,1.2895641248766014
13,46,1.2953702230988613
13,47,1.3009471708564273
13,48,1.306307944245664
13,49,1.3114645823942117
13,50,1.3164282682416306
13,51,1.321209401357912
13,52,1.3258176636680326
13,53,1.330262078848992
13,54,1.334551066076459
13,55,1.338692488719741
13,56,1.3426936985149538
13,57,1.3465615756858005
13,58,1.350302565428225
13,59,1.3539227111284884
13,60,1.3574276846430886
13,61,1.3608228139327332
13,62,1.3641131083106472
13,63,1.3673032815373338
13,64,1.3703977729690182
13,65,1.373400766945016
13,66,1.376316210579791
13,67,1.3791478301082194
13,68,1.381899145917274
13,69,1.384573486383755
13,70,1.3871740006256166
13,71,1.389703670263678
13,72,1.3921653202809472
13,73,1.3945616290582208
13,74,1.39689513765701
13,75,1.3991682584140166
13,76,1.4013832829052784
13,77,1.4035423893326355
13,78,1.4056476493802699
13,79,1.407701034584656
13,80,1.409704422257316
13,81,1.411659600996203
13,82,1.4135682758183277
13,83,1.4154320729433634
13,84,1.4172525442553405
13,85,1.4190311714671935
13,86,1.4207693700107888
13,87,1.422468492673132
13,88,1.4241298329977037
13,89,1.425754628468291
13,90,1.427344063491238
13,91,1.4288992721907328
13,92,1.4304213410305633
13,93,1.4319113112746835
13,94,1.4333701812979533
13,95,1.4347989087575126
13,96,1.4361984126344298
13,97,1.437569575154518
13,98,1.4389132435965237
13,99,1.440230231995269
14,14,0.7853981633974483
14,15,0.8198672643969563
14,16,0.851966327173272
14,17,0.8818719385800352
14,18,0.9097531579442097
14,19,0.9357695914045828
14,20,0.960070362405688
14,21,0.982793723247329
14,22,1.0040671092713902
14,23,1.0240074859056492
14,24,1.042721878368537
14,25,1.0603080048781208
14,26,1.0768549578753155
14,27,1.092443895416239
14,28,1.1071487177940904
14,29,1.1210367137250576
14,30,1.1341691669813552
14,31,1.14660191889113
14,32,1.1583858851975093
14,33,1.169567527790048
14,34,1.1801892830972098
14,35,1.1902899496825317
14,36,1.1999050379822342
14,37,1.2090670852749643
14,38,1.217805938967986
14,39,1.2261490111768705
14,40,1.2341215074081695
14,41,1.2417466319545571
14,42,1.2490457723982544
14,43,1.2560386654035878
14,44,1.2627435457711202
14,45,1.269177280528657
14,46,1.2753554896511765
14,47,1.2812926548335084
14,48,1.2870022175865687
14,49,1.2924966677897853
14,50,1.297787623708186
14,51,1.3028859043715568
14,52,1.3078015951139772
14,53,1.312544106983858
14,54,1.317122230656254
14,55,1.321544185409683
14,56,1.3258176636680326
14,57,1.329949871553485
14,58,1.3339475658479765
14,59,1.3378170877177937
14,60,1.3415643935179014
14,61,1.3451950829588726
14,62,1.3487144248894165
14,63,1.3521273809209546
14,64,1.3554386270971586
14,65,1.358652573790421
14,66,1.361773383988632
14,67,1.364804990119065
14,68,1.3677511095414314
14,69,1.370615258829008
14,70,1.373400766945016
14,71,1.3761107874109468
14,72,1.3787483095541666
14,73,1.3813161689137492
14,74,1.3838170568759856
14,75,1.3862535296042822
14,76,1.3886280163221332
14,77,1.3909428270024184
14,78,1.3932001595114087
14,79,1.395402106251474
14,80,1.3975506603425316
14,81,1.3996477213787146
14,82,1.4016951007935197
14,83,1.403694526863791
14,84,1.4056476493802699
14,85,1.4075560440100592
14,86,1.4094212163742053
14,87,1.4112446058616368
14,88,1.4130275891989426
14,89,1.4147714837938452
14,90,1.4164775508687777
14,91,1.4181469983996315
14,92,1.4197809838735371
14,93,1.4213806168784289
14,94,1.422946961536141
14,95,1.4244810387898663
14,96,1.4259838285559576
14,97,1.4274562717492947
14,98,1.4288992721907328
14,99,1.4303136984044988
15,15,0.7853981633974483
15,16,0.8176450458327023
15,17,0.8478169733934057
15,18,0.8760580505981934
15,19,0.9025069079643125
15,20,0.9272952180016122
15,21,0.9505468408120751
15,22,0.9723774333163594
15,23,0.992894389832651
15,24,1.0121970114513341
15,25,1.0303768265243125
15,26,1.047518004662921
15,27,1.0636978224025597
15,28,1.0789871508061981
15,29,1.0934509444212248
15,30,1.1071487177940904
15,31,1.120135000714263
15,32,1.1324597669369387
15,33,1.1441688336680205
15,34,1.155304230854006
15,35,1.1659045405098132
15,36,1.176005207095135
15,37,1.1856388204314225
15,38,1.194835372923591
15,39,1.2036224929766774
15,40,1.2120256565243244
15,41,1.220068378546693
15,42,1.2277723863741932
15,43,1.2351577764672874
15,44,1.2422431562434455
15,45,1.2490457723982544
15,46,1.2555816270441855
15,47,1.261865582871155
15,48,1.2679114584199251
15,49,1.2737321144538538
15,50,1.2793395323170296
15,51,1.2847448850775784
15,52,1.2899586021736937
15,53,1.2949904282063742
15,54,1.299849476456476
15,55,1.3045442776439713
15,56,1.3090828243936916
15,57,1.313472611823808
15,58,1.3177206746302943
15,59,1.3218336210021795
15,60,1.3258176636680326
15,61,1.3296786483434282
15,62,1.3334220798217258
15,63,1.3370531459259951
15,64,1.3405767395180528
15,65,1.3439974787410107
15,66,1.3473197256542637
15,67,1.3505476034042077
15,68,1.3536850120599915
15,69,1.356735643231075
15,70,1.35970299357215
15,71,1.3625903772709091
15,72,1.3654009376051293
15,73,1.3681376576474205
15,74,1.3708033701887155
15,75,1.373400766945016
15,76,1.3759324071060246
15,77,1.3784007252789743
15,78,1.380808038876181
15,79,1.3831565549905305
15,80,1.3854483767992019
15,81,1.3876855095324125
15,82,1.3898698660407751
15,83,1.3920032719919753
15,84,1.39408747072486
15,85,1.396124127786657
15,86,1.3981148351768913
15,87,1.4000611153196139
15,88,1.401964424783776
15,89,1.4038261577699678
15,90,1.4056476493802699
15,91,1.4074301786866208
15,92,1.4091749716118835
15,93,1.4108832036366774
15,94,1.4125560023440176
15,95,1.4141944498128813
15,96,1.4157995848709557
15,97,1.4173724052160515
15,98,1.4189138694149457
15,99,1.4204248987877621
16,16,0.7853981633974483
16,17,0.8156919233162234
16,18,0.844153986113171
16,19,0.870903457075653
16,20,0.8960553845713439
16,21,0.9197196053504169
16,22,0.9420000403794636
16,23,0.9629943306809362
16,24,0.982793723247329
16,25,1.0014831356942346
16,26,1.0191413442663497
16,27,1.0358412530088001
16,28,1.0516502125483738
16,29,1.0666303653157436
16,30,1.0808390005411683
16,31,1.09432890732119
16,32,1.1071487177940904
16,33,1.1193432352423422
16,34,1.1309537439791604
16,35,1.1420182993488803
16,36,1.1525719972156676
16,37,1.1626472230398073
16,38,1.1722738811284763
16,39,1.1814796049617557
16,40,1.1902899496825317
16,41,1.198728567936776
16,42,1.2068173702852525
16,43,1.2145766713987465
16,44,1.2220253232109897
16,45,1.2291808361470895
16,46,1.2360594894780819
16,47,1.2426764317795913
16,48,1.2490457723982544
16,49,1.2551806647561303
16,50,1.2610933822524404
16,51,1.266795387454752
16,52,1.2722973952087173
16,53,1.2776094302370145
16,54,1.2827408797442708
16,55,1.287700541495401
16,56,1.2924966677897853
16,57,1.2971370057128062
16,58,1.3016288340091962
16,59,1.3059789968891078
16,60,1.3101939350475555
16,61,1.314279714150573
16,62,1.3182420510168371
16,63,1.3220863377013738
16,64,1.3258176636680326
16,65,1.3294408362194927
16,66,1.332960399337446
16,67,1.3363806510710858
16,68,1.3397056595989996
16,69,1.342939278077797
16,70,1.346085158380254
16,71,1.3491467638162191
16,72,1.3521273809209546
16,73,1.3550301303878542
16,74,1.3578579772154995
16,75,1.3606137401327272
16,76,1.3633001003596938
16,77,1.3659196097577881
16,78,1.368474698416593
16,79,1.3709676817219063
16,80,1.373400766945016
16,81,1.3757760593899753
16,82,1.378095568132511
16,83,1.3803612113813424
16,84,1.382574821490126
16,85,1.3847381496458928
16,86,1.3868528702577214
16,87,1.3889205850674426
16,88,1.3909428270024184
16,89,1.39292106378882
16,90,1.3948567013423687
16,91,1.396751086952158
16,92,1.3986055122719576
16,93,1.4004212161322807
16,94,1.402199387185467
16,95,1.4039411663951076
16,96,1.4056476493802699
16,97,1.4073198886242027
16,98,1.4089588955564738
16,99,1.4105656425168345
17,17,0.7853981633974483
17,18,0.8139618212362083
17,19,0.8408966686431651
17,20,0.866302262552679
17,21,0.8902751021276822
17,22,0.9129077216126866
17,23,0.9342881110069456
17,24,0.9544993893988254
17,25,0.973619668702219
17,26,0.9917220574271658
17,27,1.0088747645380813
17,28,1.025141272267905
17,29,1.0405805540182667
17,30,1.0552473193359175
17,31,1.069192272605776
17,32,1.082462375738491
17,33,1.0951011079399045
17,34,1.1071487177940904
17,35,1.118642464509121
17,36,1.1296168463799159
17,37,1.1401038154083887
17,38,1.1501329776618616
17,39,1.1597317794050321
17,40,1.16892567935444
17,41,1.1777383076129642
17,42,1.1861916119726832
17,43,1.1943059923483736
17,44,1.202100424136847
17,45,1.209592571301215
17,46,1.2167988899630005
17,47,1.223734723255406
17,48,1.2304143881529896
17,49,1.2368512549500026
17,50,1.2430578200143412
17,51,1.2490457723982544
17,52,1.2548260548419161
17,53,1.2604089196625452
17,54,1.2658039799804919
17,55,1.271020256694917
17,56,1.2760662215855192
17,57,1.2809498368832768
17,58,1.2856785916223004
17,59,1.2902595350565746
17,60,1.2946993073994602
17,61,1.2990041681201971
17,62,1.3031800220101348
17,63,1.3072324432118587
17,64,1.3111666973866392
17,65,1.3149877621795247
17,66,1.3187003461268225
17,67,1.322308906137494
17,68,1.3258176636680326
17,69,1.3292306196995707
17,70,1.3325515686161515
17,71,1.3357841110742394
17,72,1.338931665945508
17,73,1.341997481407671
17,74,1.3449846452515413
17,75,1.3478960944665208
17,76,1.3507346241613314
17,77,1.3535028958718756
17,78,1.356203445303673
17,79,1.3588386895522773
17,80,1.361410933841401
17,81,1.3639223778151535
17,82,1.36637512141775
17,83,1.3687711703913044
17,84,1.371112441419795
17,85,1.373400766945016
17,86,1.3756378996782266
17,87,1.377825516829327
17,88,1.3799652240736346
17,89,1.382058559274763
17,90,1.3841069959806473
17,91,1.386111946708442
17,92,1.388074766032799
17,93,1.3899967534909252
17,94,1.3918791563168027
17,95,1.3937231720160213
17,96,1.3955299507918157
17,97,1.397300597832115
17,98,1.3990361754666933
17,99,1.4007377052028402
18,18,0.7853981633974483
18,19,0.8124186125847132
18,20,0.83798122500839
18,21,0.8621700546672264
18,22,0.8850668158886104
18,23,0.906750163968212
18,24,0.9272952180016122
18,25,0.9467732738181398
18,26,0.9652516631899266
18,27,0.982793723247329
18,28,0.9994588469612699
18,29,1.015302591529353
18,30,1.0303768265243125
18,31,1.0447299077981331
18,32,1.0584068664841588
18,33,1.0714496051147666
18,34,1.0838970949836275
18,35,1.0957855705297999
18,36,1.1071487177940904
18,37,1.1180178549713606
18,38,1.1284221038181517
18,39,1.1383885512243588
18,40,1.1479424006619559
18,41,1.1571071135160333
18,42,1.1659045405098132
18,43,1.1743550435764554
18,44,1.1824776086224307
18,45,1.1902899496825317
18,46,1.1978086049948355
18,47,1.205049025532552
18,48,1.2120256565243244
18,49,1.2187520124794793
18,50,1.2252407462131845
18,51,1.2315037123408519
18,52,1.237552025683224
18,53,1.2433961149946702
18,54,1.2490457723982544
18,55,1.254510198882742
18,56,1.2597980461893556
18,57,1.2649174553900444
18,58,1.2698760924344714
18,59,1.2746811809199319
18,60,1.2793395323170296
18,61,1.2838575738641271
18,62,1.2882413743253092
18,63,1.2924966677897853
18,64,1.2966288756752378
18,65,1.3006431270834915
18,66,1.3045442776439713
18,67,1.3083369269686203
18,68,1.312025434831199
18,69,1.3156139361740782
18,70,1.31910635503671
18,71,1.3225064174918286
18,72,1.3258176636680326
18,73,1.3290434589306537
18,74,1.3321870042866957
18,75,1.3352513460740334
18,76,1.3382393849899876
18,77,1.341153884509762
18,78,1.3439974787410107
18,79,1.3467726797569732
18,80,1.3494818844471053
18,81,1.3521273809209546
18,82,1.3547113544981102
18,83,1.3572358933144084
18,84,1.35970299357215
18,85,1.36211456445987
18,86,1.3644724327651792
18,87,1.366778347202348
18,88,1.3690339824746096
18,89,1.3712409430896095
18,90,1.373400766945016
18,91,1.3755149286999973
18,92,1.3775848429470905
18,93,1.379611867197882
18,94,1.3815973046949284
18,95,1.3835424070614137
18,96,1.3854483767992019
18,97,1.3873163696451558
18,98,1.3891474967948847
18,99,1.3909428270024184
19,19,0.7853981633974483
19,20,0.8110335719191257
19,21,0.8353565591193911
19,22,0.8584387287005677
19,23,0.8803498697402046
19,24,0.901157381118259
19,25,0.9209258773829491
19,26,0.9397169393235674
19,27,0.9575889779203873
19,28,0.9745971854974165
19,29,0.9907935525872157
19,30,1.0062269331267966
19,31,1.0209431441183117
19,32,1.034985088834433
19,33,1.0483928950783679
19,34,1.0612040619859708
19,35,1.073453610448074
19,36,1.085174233497428
19,37,1.0963964440029892
19,38,1.1071487177940904
19,39,1.117457630940334
19,40,1.1273479903751584
19,41,1.136842957401
19,42,1.1459641638755542
19,43,1.154731821071074
19,44,1.1631648213372698
19,45,1.171280832795522
19,46,1.1790963873574725
19,47,1.1866269624022971
19,48,1.1938870564700756
19,49,1.200890259338339
19,50,1.2076493168487203
19,51,1.2141761908434647
19,52,1.2204821145594944
19,53,1.226577643812429
19,54,1.232472704285637
19,55,1.2381766352209842
19,56,1.2436982297891037
19,57,1.2490457723982544
19,58,1.254227073182493
19,59,1.2592494998922086
19,60,1.264120007393214
19,61,1.2688451649646473
19,62,1.273431181570973
19,63,1.2778839292693733
19,64,1.2822089649008193
19,65,1.2864115502010378
19,66,1.2904966704564456
19,67,1.2944690518198314
19,68,1.2983331773911049
19,69,1.3020933021597256
19,70,1.3057534668974422
19,71,1.3093175110826474
19,72,1.3127890849309414
19,73,1.316171660600355
19,74,1.3194685426340562
19,75,1.32268287769822
19,76,1.3258176636680326
19,77,1.3288757581104917
19,78,1.3318598862087332
19,79,1.3347726481689992
19,80,1.3376165261480801
19,81,1.340393890736035
19,82,1.3431070070262408
19,83,1.3457580403022915
19,84,1.348349061368955
19,85,1.3508820515522728
19,86,1.353358907391949
19,87,1.35578144504739
19,88,1.358151404437125
19,89,1.3604704531298388
19,90,1.3627401900038707
19,91,1.3649621486907715
19,92,1.3671378008173485
19,93,1.3692685590595632
19,94,1.371355780020662
19,95,1.373400766945016
19,96,1.3754047722783236
19,97,1.3773690000840493
19,98,1.3792946083252777
19,99,1.3811827110205073
20,20,0.7853981633974483
20,21,0.8097835725701669
20,22,0.8329812666744317
20,23,0.8550527371260165
20,24,0.8760580505981934
20,25,0.8960553845713439
20,26,0.9151007005533605
20,27,0.9332475286562039
20,28,0.9505468408120751
20,29,0.9670469933974603
20,30,0.982793723247329
20,31,0.9978301839061905
20,32,1.0121970114513341
20,33,1.025932411343353
20,34,1.039072259536091
20,35,1.0516502125483738
20,36,1.0636978224025597
20,37,1.075244653309068
20,38,1.0863183977578734
20,39,1.0969449903001363
20,40,1.1071487177940904
20,41,1.1169523252733864
20,42,1.1263771168937977
20,43,1.1354430516425942
20,44,1.1441688336680205
20,45,1.1525719972156676
20,46,1.1606689862534056
20,47,1.168475228934456
20,48,1.176005207095135
20,49,1.1832725210146178
20,50,1.1902899496825317
20,51,1.197069506829343
20,52,1.2036224929766774
20,53,1.2099595437618058
20,54,1.2160906747839564
20,55,1.2220253232109897
20,56,1.2277723863741932
20,57,1.233340257567115
20,58,1.2387368592520112
20,59,1.243969673864956
20,60,1.2490457723982544
20,61,1.2539718409266774
20,62,1.2587542052323633
20,63,1.263398853672075
20,64,1.2679114584199251
20,65,1.2722973952087173
20,66,1.2765617616837088
20,67,1.2807093944738686
20,68,1.2847448850775784
20,69,1.2886725946521813
20,70,1.2924966677897853
20,71,1.2962210453552712
20,72,1.299849476456476
20,73,1.303385529611023
20,74,1.3068326031691921
20,75,1.3101939350475555
20,76,1.313472611823808
20,77,1.3166715772392625
20,78,1.319793640151862
20,79,1.3228414819792058
20,80,1.3258176636680326
20,81,1.3287246322237776
20,82,1.331564726831236
20,83,1.3343401845949794
20,84,1.3370531459259951
20,85,1.3397056595989996
20,86,1.3422996875030344
20,87,1.3448371091062559
20,88,1.3473197256542637
20,89,1.3497492641198778
20,90,1.3521273809209546
20,91,1.354455665421606
20,92,1.356735643231075
20,93,1.3589687793134793
20,94,1.3611564809206842
20,95,1.3633001003596938
20,96,1.3654009376051293
20,97,1.367460242766621
20,98,1.3694792184202558
20,99,1.3714590218125726
21,21,0.7853981633974483
21,22,0.8086497862079113
21,23,0.8308214428190254
21,24,0.851966327173272
21,25,0.8721365020734334
21,26,0.8913825213870482
21,27,0.9097531579442097
21,28,0.9272952180016122
21,29,0.9440534255838497
21,30,0.960070362405688
21,31,0.9753864513161641
21,32,0.9900399732272261
21,33,1.0040671092713902
21,34,1.017502001472604
21,35,1.0303768265243125
21,36,1.042721878368537
21,37,1.0545656561831487
21,38,1.0659349551357702
21,39,1.0768549578753155
21,40,1.0873493252276976
21,41,1.0974402849599816
21,42,1.1071487177940904
21,43,1.1164942401015803
21,44,1.1254952829072107
21,45,1.1341691669813552
21,46,1.142532173918242
21,47,1.1505996131856213
21,48,1.1583858851975093
21,49,1.1659045405098132
21,50,1.1731683352727673
21,51,1.1801892830972098
21,52,1.1869787035063277
21,53,1.1935472671525376
21,54,1.1999050379822342
21,55,1.2060615125304832
21,56,1.2120256565243244
21,57,1.217805938967986
21,58,1.223410363876577
21,59,1.2288464998171864
21,60,1.2341215074081695
21,61,1.2392421649189584
21,62,1.2442148921042782
21,63,1.2490457723982544
21,64,1.2537405735857496
21,65,1.2583047670603775
21,66,1.2627435457711202
21,67,1.2670618409523098
21,68,1.2712643377249735
21,69,1.2753554896511765
21,70,1.2793395323170296
21,71,1.2832204960144495
21,72,1.2870022175865687
21,73,1.2906883514968428
21,74,1.2942823801774226
21,75,1.297787623708186
21,76,1.3012072488739705
21,77,1.3045442776439713
21,78,1.3078015951139772
21,79,1.3109819569490586
21,80,1.3140879963615109
21,81,1.317122230656254
21,82,1.3200870673734877
21,83,1.3229848100561947
21,84,1.3258176636680326
21,85,1.328587739685276
21,86,1.3312970608847376
21,87,1.3339475658479765
21,88,1.3365411132006457
21,89,1.339079485604446
21,90,1.3415643935179014
21,91,1.3439974787410107
21,92,1.3463803177577511
21,93,1.3487144248894165
21,94,1.3510012552708641
21,95,1.3532422076608883
21,96,1.3554386270971586
21,97,1.3575918074054423
21,98,1.35970299357215
21,99,1.361773383988632
22,22,0.7853981633974483
22,23,0.8076167287241673
22,24,0.8288490587889791
22,25,0.8491414759301354
22,26,0.8685393952858895
22,27,0.8870870151605253
22,28,0.9048270894157867
22,29,0.9218007677983957
22,30,0.9380474917927134
22,31,0.9536049352545345
22,32,0.9685089806599324
22,33,0.982793723247329
22,34,0.9964914966201949
22,35,1.0096329145065444
22,36,1.0222469243443686
22,37,1.0343608691901653
22,38,1.0460005551447893
22,39,1.0571903220721477
22,40,1.0679531158670357
22,41,1.0783105609229715
22,42,1.0882830317724197
22,43,1.0978897231319675
22,44,1.1071487177940904
22,45,1.1160770519739271
22,46,1.124690777851493
22,47,1.1330050231533502
22,48,1.1410340476982082
22,49,1.148791296892679
22,50,1.1562894522101108
22,51,1.1635404787200498
22,52,1.1705556697609225
22,53,1.177345688865961
22,54,1.1839206090638685
22,55,1.1902899496825317
22,56,1.1964627107873127
22,57,1.2024474053859335
22,58,1.208252089530389
22,59,1.2138843904432262
22,60,1.219351532791345
22,61,1.224660363225536
22,62,1.2298173732985473
22,63,1.2348287208687656
22,64,1.2397002500907646
22,65,1.244437510088134
22,66,1.2490457723982544
22,67,1.2535300472730704
22,68,1.2578950989145121
22,69,1.2621454597180315
22,70,1.2662854435927842
22,71,1.2703191584223157
22,72,1.2742505177251962
22,73,1.2780832515708995
22,74,1.2818209168023302
22,75,1.2854669066127613
22,76,1.2890244595215445
22,77,1.2924966677897853
22,78,1.295886485314224
22,79,1.2991967350348206
22,80,1.3024301158889897
22,81,1.3055892093430719
22,82,1.3086764855294237
22,83,1.3116943090154864
22,84,1.3146449442292931
22,85,1.3175305605641439
22,86,1.3203532371835447
22,87,1.3231149675460234
22,88,1.3258176636680326
22,89,1.328463160141882
22,90,1.33105321792444
22,91,1.3335895279112526
22,92,1.3360737143096995
22,93,1.3385073378238748
22,94,1.3408918986629919
22,95,1.3432288393843124
22,96,1.3455195475808412
22,97,1.3477653584233384
22,98,1.3499675570655483
22,99,1.3521273809209546
23,23,0.7853981633974483
23,24,0.8066715494215095
23,25,0.8270407424960367
23,26,0.8465463260467495
23,27,0.8652281491096857
23,28,0.8831250707561671
23,29,0.9002747688143474
23,30,0.9167136023805363
23,31,0.9324765187858508
23,32,0.9475969968608307
23,33,0.9621070194674849
23,34,0.9760370693115438
23,35,0.9894161429899969
23,36,1.0022717790638567
23,37,1.0146300966744437
23,38,1.0265158418489166
23,39,1.037952439175508
23,40,1.0489620469804861
23,41,1.059565614517107
23,42,1.0697829399913072
23,43,1.079632728508636
23,44,1.0891326492400353
23,45,1.0982993912778327
23,46,1.1071487177940904
23,47,1.115695518226702
23,48,1.1239538583091324
23,49,1.1319370278313903
23,50,1.1396575860761144
23,51,1.1471274049173805
23,52,1.1543577096033046
23,53,1.1613591172687538
23,54,1.1681416732430239
23,55,1.174714885230589
23,56,1.181087755452031
23,57,1.1872688108379048
23,58,1.1932661313713584
23,59,1.1990873766763117
23,60,1.2047398109474783
23,61,1.2102303263167906
23,62,1.215565464748215
23,63,1.2207514385497507
23,64,1.2257941495877915
23,65,1.2306992072851342
23,66,1.2354719454798853
23,67,1.2401174382184177
23,68,1.2446405145514436
23,69,1.2490457723982544
23,70,1.2533375915402656
23,71,1.257520145801225
23,72,1.2615974144678221
23,73,1.2655731930009753
23,74,1.2694511030847926
23,75,1.2732346020570908
23,76,1.2769269917624289
23,77,1.2805314268658525
23,78,1.2840509226629553
23,79,1.2874883624194424
23,80,1.2908465042711055
23,81,1.2941279877130016
23,82,1.2973353397046523
23,83,1.3004709804162302
23,84,1.3035372286389857
23,85,1.3065363068815665
23,86,1.3094703461723942
23,87,1.312341390586878
23,88,1.3151514015169612
23,89,1.317902261699299
23,90,1.320595779017256
23,91,1.323233690090877
23,92,1.3258176636680326
23,93,1.3283493038290413
23,94,1.3308301530162505
23,95,1.333261694899284
23,96,1.3356453570859528
23,97,1.3379825136881622
23,98,1.3402744877515278
23,99,1.342522553556844
24,24,0.7853981633974483
24,25,0.8058034940839864
24,26,0.8253768505207383
24,27,0.844153986113171
24,28,0.8621700546672264
24,29,0.8794593980254346
24,30,0.8960553845713439
24,31,0.9119902906774204
24,32,0.9272952180016122
24,33,0.9420000403794636
24,34,0.9561333748727311
24,35,0.9697225722971473
24,36,0.982793723247329
24,37,0.9953716762596118
24,38,1.0074800653029286
24,39,1.0191413442663497
24,40,1.0303768265243125
24,41,1.0412067280128203
24,42,1.0516502125483738
24,43,1.0617254383725134
24,44,1.0714496051147666
24,45,1.0808390005411683
24,46,1.089909046599561
24,47,1.0986743443911198
24,48,1.1071487177940904
24,49,1.115345255544003
24,50,1.1232763516377269
24,51,1.1309537439791604
24,52,1.1383885512243588
24,53,1.1455913078152784
24,54,1.1525719972156676
24,55,1.1593400833811944
24,56,1.1659045405098132
24,57,1.1722738811284763
24,58,1.178456182579381
24,59,1.1844591119735821
24,60,1.1902899496825317
24,61,1.1959556114392988
24,62,1.201462669121271
24,63,1.2068173702852525
24,64,1.2120256565243244
24,65,1.2170931807137748
24,66,1.2220253232109897
24,67,1.2268272070715354
24,68,1.2315037123408519
24,69,1.2360594894780819
24,70,1.240498971965643
24,71,1.244826388155251
24,72,1.2490457723982544
24,73,1.2531609755053659
24,74,1.2571756745781983
24,75,1.2610933822524404
24,76,1.2649174553900444
24,77,1.268651103255459
24,78,1.2722973952087173
24,79,1.2758592679460896
24,80,1.2793395323170296
24,81,1.2827408797442708
24,82,1.2860658882721845
24,83,1.289317028266854
24,84,1.2924966677897853
24,85,1.2956070776657254
24,86,1.2986504362637092
24,87,1.3016288340091962
24,88,1.3045442776439713
24,89,1.307398694249396
24,90,1.3101939350475555
24,91,1.3129317789939
24,92,1.3156139361740782
24,93,1.3182420510168371
24,94,1.3208177053340742
24,95,1.3233424211984184
24,96,1.3258176636680326
24,97,1.3282448433677059
24,98,1.3306253189347235
24,99,1.332960399337446
25,25,0.7853981633974483
25,26,0.805003494254653
25,27,0.8238407534186363
25,28,0.8419416003422657
25,29,0.8593372010553886
25,30,0.8760580505981934
25,31,0.8921338360465839
25,32,0.9075933340888034
25,33,0.9224643377076359
25,34,0.9367736071314746
25,35,0.9505468408120751
25,36,0.9638086627484886
25,37,0.9765826229944627
25,38,0.9888912086550111
25,39,1.0007558630951863
25,40,1.0121970114513341
25,41,1.0232340908548991
25,42,1.033885584054851
25,43,1.044169055361146
25,44,1.0541011880326194
25,45,1.0636978224025597
25,46,1.0729739941778955
25,47,1.0819439724671487
25,48,1.0906212971913698
25,49,1.0990188156141465
25,50,1.1071487177940904
25,51,1.1150225708181911
25,52,1.122651351719107
25,53,1.1300454790154746
25,54,1.1372148428431348
25,55,1.1441688336680205
25,56,1.150916369589345
25,57,1.1574659222555688
25,58,1.1638255414261254
25,59,1.1700028782196619
25,60,1.176005207095135
25,61,1.1818394466158897
25,62,1.1875121790492111
25,63,1.1930296688550752
25,64,1.1983978801181423
25,65,1.2036224929766774
25,66,1.2087089191011682
25,67,1.2136623162741031
25,68,1.218487602120755
25,69,1.2231894670389947
25,70,1.2277723863741932
25,71,1.2322406318832124
25,72,1.2365982825293933
25,73,1.2408492346483417
25,74,1.244997211522226
25,75,1.2490457723982544
25,76,1.2529983209850046
25,77,1.2568581134583556
25,78,1.2606282660069106
25,79,1.2643117619450344
25,80,1.2679114584199251
25,81,1.2714300927375446
25,82,1.2748702883306882
25,83,1.278234560391049
25,84,1.281525321185755
25,85,1.2847448850775784
25,86,1.2878954732668113
25,87,1.2909792182716535
25,88,1.2939981681629065
25,89,1.2969542905677538
25,90,1.299849476456476
25,91,1.3026855437250695
25,92,1.3054642405859118
25,93,1.3081872487778505
25,94,1.3108561866063686
25,95,1.313472611823808
25,96,1.3160380243590017
25,97,1.3185538689050784
25,98,1.3210215373736482
25,99,1.3234423712230732
26,26,0.7853981633974483
26,27,0.8042638494191191
26,28,0.8224182792713783
26,29,0.8398896196381795
26,30,0.8567056281827385
26,31,0.8728935041998396
26,32,0.8884797719201486
26,33,0.9034901918165422
26,34,0.9179496956941223
26,35,0.9318823417910096
